,plot_ID,lat,lon
0,37_39_63,35.13414276875386,-84.16687033098687
1,37_39_63,35.13019477400547,-84.17200672468753
2,37_39_63,35.13934524887294,-84.18019420359927
3,37_39_63,35.13766039421124,-84.18017911449444
4,37_39_63,35.143423334368656,-84.19082976220545
5,37_39_63,35.149557368700236,-84.18271922586587
6,37_39_63,35.13301709930079,-84.19102917531794
7,37_39_63,35.1338229402112,-84.18985796623029
8,37_39_63,35.14254847028813,-84.1905665991616
9,37_39_63,35.1385408332151,-84.18050452898758
10,37_43_9,35.0542469995714,-83.64224391258985
11,37_43_9,35.05923371009919,-83.65383993029519
12,37_43_9,35.052222257361514,-83.65109828966986
13,37_43_9,35.054686452057815,-83.6627213219587
14,37_43_9,35.052848211029485,-83.66136369247988
15,37_43_9,35.065016946014204,-83.64474108597962
16,37_43_9,35.06632707099223,-83.64640419050505
17,37_43_9,35.056124281520646,-83.65707827581642
18,37_43_9,35.05624680105757,-83.65068184446227
19,37_43_9,35.04929920987311,-83.64249467206004
20,37_199_11,35.789752091890946,-82.24438421103878
21,37_199_11,35.80262905071491,-82.22527336586535
22,37_199_11,35.79222750601351,-82.23378383637339
23,37_199_11,35.79696678705897,-82.22947484288761
24,37_199_11,35.79596955050618,-82.22986061321332
25,37_199_11,35.803776073023144,-82.23434743467426
26,37_199_11,35.79429726899805,-82.23422159246913
27,37_199_11,35.80717076854714,-82.23785381714744
28,37_199_11,35.79262696793233,-82.2425056952017
29,37_199_11,35.79836144966818,-82.23596340610085
30,37_21_56,35.79725691105431,-82.34239946942795
31,37_21_56,35.79972105726708,-82.34509698729943
32,37_21_56,35.81867776392798,-82.34673092854052
33,37_21_56,35.79747903262252,-82.36114684733448
34,37_21_56,35.798326354856734,-82.34932605478389
35,37_21_56,35.80856413793822,-82.35394854216301
36,37_21_56,35.80986670291451,-82.3646417187852
37,37_21_56,35.80200409181995,-82.36309914129251
38,37_21_56,35.80944050770294,-82.33846362440565
39,37_21_56,35.80435809217892,-82.35027392227835
40,37_23_5,35.89902160784878,-81.81063683850407
41,37_23_5,35.89755360317721,-81.81072436999428
42,37_23_5,35.89587669876977,-81.80916146846745
43,37_23_5,35.903815931552316,-81.8101868584499
44,37_23_5,35.90885829533492,-81.80457058070927
45,37_23_5,35.8957792776629,-81.80779985458744
46,37_23_5,35.89958434071364,-81.8179622121311
47,37_23_5,35.89000880841922,-81.80696409250069
48,37_23_5,35.900342190708805,-81.82321563729023
49,37_23_5,35.884642146280115,-81.8143240515778
50,37_75_24,35.29271190723283,-83.97598967278137
51,37_75_24,35.283277999390734,-83.97051688818452
52,37_75_24,35.28280401030974,-83.9653930417248
53,37_75_24,35.282254151219384,-83.96748415291063
54,37_75_24,35.28556292091843,-83.95640776075895
55,37_75_24,35.27815052770714,-83.96875764229237
56,37_75_24,35.280254928458724,-83.97010720924894
57,37_75_24,35.286641249981614,-83.95458124036077
58,37_75_24,35.2792943908725,-83.98093008418051
59,37_75_24,35.284340209454484,-83.96896214734441
60,37_75_12,35.37619643455458,-83.91326695043368
61,37_75_12,35.374095197647236,-83.91207728761755
62,37_75_12,35.36951102385444,-83.90723149626633
63,37_75_12,35.38014205944493,-83.92797884265367
64,37_75_12,35.37267217436487,-83.9156933204059
